NAME,APPS,MINS,ATT_GOALS,ATT_XG,ATT_GOALS VS XG,ATT_SHOTS,ATT_SOT,ATT_CONV %,ATT_XG PER SHOT,CAR_TOTAL (ALL CARRIES),CAR_DISTANCE (M) (ALL CARRIES),CAR_AVG (M) (ALL CARRIES),CAR_TOTAL (PROGRESSIVE),CAR_DISTANCE (M) (PROGRESSIVE),CAR_AVG (M) (PROGRESSIVE),CAR_ENDED WITH SHOT,CAR_ENDED WITH GOAL,CAR_ENDED WITH CHANCE,CAR_ENDED WITH ASSIST,DEF_TACKLES,DEF_INTS,DEF_POS WON,DEF_BLOCKS,DEF_CLEARANCES,DEF_TOTAL (GROUND DUELS),DEF_WON (GROUND DUELS),DEF_% (GROUND DUELS),DEF_TOTAL (AERIAL DUELS),DEF_WON (AERIAL DUELS),DEF_% (AERIAL DUELS),PAS_TOTAL (OPEN PLAY PASSES),PAS_SUCCESSFUL (OPEN PLAY PASSES),PAS_% (OPEN PLAY PASSES),PAS_TOTAL (FINAL THIRD PASSES),PAS_SUCCESSFUL (FINAL THIRD PASSES),PAS_% (FINAL THIRD PASSES),PAS_TOTAL (CROSSES),PAS_SUCCESSFUL (CROSSES),PAS_% (CROSSES),PAS_THROUGH BALLS
Ben White,12,704,0.00,0.06,-0.06,0.64,0.13,0.00%,0.09,6.90,77.4,11.2,3.96,40.6,1.3,0.13,0.00,0.38,0.13,1.92,1.15,3.58,0.51,3.20,5.11,3.07,60.0%,3.45,1.53,44.4%,45.26,36.95,81.6%,18.92,14.83,78.4%,2.05,0.38,18.8%,0.38
Benjamin Sesko,30,1635,0.61,0.51,0.10,3.36,1.87,18.03%,0.15,3.91,38.9,10.0,1.82,15.1,0.5,0.39,0.00,0.17,0.06,0.28,0.17,2.09,0.11,0.83,4.84,1.16,23.9%,6.66,3.52,52.9%,16.84,11.61,69.0%,6.06,3.52,58.2%,0.11,0.00,0.0%,0.11
Benoît Badiashile,8,471,0.00,0.00,0.00,0.00,0.00,0.00%,0.00,11.08,100.5,9.1,5.16,37.7,1.4,0.00,0.00,0.00,0.00,1.34,1.91,3.06,0.76,5.16,2.87,1.72,60.0%,3.25,1.53,47.1%,83.89,77.96,92.9%,6.11,4.78,78.1%,0.00,0.00,0.0%,0.00
Bernardo Silva,38,2886,0.06,0.08,-0.02,0.94,0.22,6.67%,0.09,20.24,219.7,10.9,11.07,108.5,0.3,0.22,0.03,0.25,0.00,1.68,0.69,4.55,0.19,1.06,6.89,3.02,43.9%,0.78,0.12,16.0%,68.76,62.03,90.2%,23.36,19.65,84.1%,1.06,0.19,17.6%,0.34
Bertrand Traoré,12,638,0.14,0.08,0.06,1.83,0.85,7.69%,0.04,10.30,106.0,10.3,4.80,24.3,0.7,0.85,0.14,0.42,0.00,1.55,0.28,2.54,0.42,0.85,9.59,5.08,52.9%,2.54,0.85,33.3%,25.39,20.17,79.4%,11.29,8.61,76.3%,1.83,0.14,7.7%,0.00
Beto,37,1565,0.52,0.51,0.01,2.47,0.98,20.93%,0.21,4.03,47.5,11.8,2.01,18.6,0.5,0.23,0.00,0.06,0.00,0.86,0.06,1.50,0.23,2.47,7.48,2.36,31.5%,11.90,5.29,44.4%,11.96,7.42,62.0%,4.72,2.59,54.9%,0.12,0.00,0.0%,0.00
Boubacar Kamara,18,1418,0.06,0.03,0.03,0.44,0.25,14.29%,0.07,11.55,111.1,9.6,5.27,48.9,0.6,0.06,0.00,0.06,0.00,2.35,1.14,4.13,0.44,1.27,9.39,5.08,54.1%,3.55,2.28,64.3%,51.92,45.83,88.3%,15.11,12.57,83.2%,0.06,0.00,0.0%,0.25
Brajan Gruda,18,715,0.13,0.22,-0.09,2.01,0.76,6.25%,0.11,15.61,186.2,11.9,9.31,97.3,1.3,0.88,0.00,1.38,0.13,1.76,0.25,5.03,0.00,0.25,14.35,6.04,42.1%,1.38,1.01,72.7%,31.22,24.42,78.2%,15.61,11.33,72.6%,0.88,0.25,28.6%,0.25
Brenden Aaronson,37,2465,0.15,0.17,-0.02,1.72,0.62,8.51%,0.10,9.53,111.1,11.7,5.11,56.6,0.4,0.47,0.04,0.33,0.07,1.83,0.55,4.75,0.15,0.62,11.57,4.82,41.6%,2.63,0.88,33.3%,24.39,19.79,81.1%,9.38,7.01,74.7%,1.31,0.37,27.8%,0.22
Brennan Johnson,34,1722,0.10,0.13,-0.02,1.20,0.26,8.70%,0.11,6.85,86.8,12.7,3.97,50.4,0.7,0.31,0.05,0.26,0.00,1.52,0.21,2.93,0.05,1.67,6.06,2.67,44.0%,1.67,0.84,50.0%,19.97,13.17,66.0%,9.20,5.07,55.1%,2.35,0.42,17.8%,0.10
Brian Brobbey,31,1931,0.33,0.28,0.05,1.68,0.84,19.44%,0.16,4.05,41.6,10.3,1.82,11.6,0.3,0.28,0.05,0.09,0.00,0.42,0.00,2.05,0.28,0.70,5.73,2.19,38.2%,6.48,3.03,46.8%,12.82,9.23,72.0%,6.20,3.82,61.6%,0.09,0.00,0.0%,0.00
Bruno Fernandes,35,3066,0.26,0.32,-0.05,2.50,0.70,10.59%,0.13,11.27,124.0,11.0,6.34,71.3,0.3,0.35,0.00,0.50,0.09,1.59,0.59,4.90,0.15,1.23,6.40,3.02,47.2%,1.59,0.62,38.9%,58.53,48.11,82.2%,25.57,19.43,76.0%,2.23,0.68,30.3%,1.14
Bruno Guimarães,29,2455,0.33,0.21,0.12,1.54,0.84,21.43%,0.13,15.87,155.9,9.8,7.85,70.0,0.3,0.15,0.00,0.48,0.07,2.27,0.55,4.95,0.11,1.32,10.92,5.68,52.0%,1.28,0.48,37.1%,53.19,45.82,86.2%,20.71,16.35,78.9%,1.36,0.29,21.6%,0.77
Bryan Mbeumo,33,2621,0.38,0.42,-0.04,2.51,1.10,15.07%,0.17,9.31,107.2,11.5,4.94,51.9,0.4,0.41,0.07,0.38,0.07,0.86,0.27,3.12,0.03,0.48,5.94,2.44,41.0%,3.16,0.52,16.3%,27.33,21.60,79.0%,13.56,10.16,74.9%,1.92,0.52,26.8%,0.45
Bukayo Saka,31,2225,0.28,0.31,-0.02,2.87,1.09,9.86%,0.11,16.18,192.7,11.9,8.37,88.7,0.4,1.21,0.12,1.05,0.16,1.66,0.65,4.73,0.04,0.44,11.12,5.87,52.7%,2.10,0.89,42.3%,31.27,23.99,76.7%,18.32,13.79,75.3%,2.71,0.85,31.3%,0.12
Callum Hudson-Odoi,30,1844,0.15,0.14,0.01,1.46,0.49,10.00%,0.09,17.03,217.3,12.8,9.71,117.3,0.6,0.83,0.10,1.27,0.00,0.68,0.39,3.32,0.10,0.68,6.10,2.73,44.8%,0.59,0.15,25.0%,32.07,28.60,89.2%,18.16,16.06,88.4%,4.25,0.59,13.8%,0.05
Callum Wilson,32,1243,0.51,0.55,-0.05,2.75,1.16,18.42%,0.20,4.05,45.9,11.3,2.61,31.1,0.9,0.72,0.07,0.22,0.07,0.29,0.22,2.03,0.14,0.36,6.01,2.24,37.3%,4.63,1.38,29.7%,11.30,7.31,64.7%,6.01,3.69,61.5%,0.36,0.07,20.0%,0.00
Calvin Bassey,30,2532,0.04,0.06,-0.03,0.46,0.07,7.69%,0.13,18.13,191.8,10.6,10.52,108.0,0.4,0.07,0.00,0.18,0.00,2.20,0.78,4.23,0.75,3.52,6.15,3.98,64.7%,2.56,1.39,54.2%,60.64,53.21,87.8%,8.25,5.58,67.7%,0.50,0.11,21.4%,0.00
Carlos Baleba,31,1662,0.00,0.04,-0.04,1.08,0.11,0.00%,0.04,10.13,111.5,11.0,5.09,53.0,0.6,0.16,0.00,0.00,0.00,2.00,1.57,5.69,0.32,1.73,8.34,3.95,47.4%,2.71,1.57,58.0%,40.51,34.87,86.1%,8.29,5.69,68.6%,0.00,0.00,0.0%,0.11
Casemiro,34,2588,0.31,0.19,0.12,1.81,0.63,17.31%,0.11,9.11,81.7,9.0,4.87,43.3,0.3,0.17,0.03,0.14,0.00,3.13,1.08,4.80,0.94,2.54,8.55,4.56,53.3%,3.86,1.98,51.4%,55.64,45.24,81.3%,15.16,10.64,70.2%,0.59,0.14,23.5%,0.45
Chadi Riad,9,554,0.00,0.05,-0.05,0.65,0.32,0.00%,0.08,15.27,144.5,9.5,9.42,88.8,1.5,0.00,0.00,0.00,0.00,1.30,0.97,5.20,0.49,4.55,4.22,1.95,46.2%,4.55,2.11,46.4%,60.76,52.47,86.4%,7.80,5.36,68.8%,0.97,0.00,0.0%,0.00
Charly Alcaraz,20,685,0.00,0.16,-0.16,2.63,0.66,0.00%,0.06,12.61,132.5,10.5,6.70,54.5,1.1,0.26,0.00,0.39,0.13,1.84,0.39,5.65,0.39,0.92,9.33,4.20,45.1%,4.07,1.84,45.2%,40.34,32.98,81.8%,15.11,11.04,73.0%,0.66,0.26,40.0%,0.26
Chemsdine Talbi,28,1561,0.23,0.12,0.11,1.44,0.58,16.00%,0.09,9.74,128.2,13.2,5.30,68.3,0.7,0.35,0.06,0.29,0.06,0.63,0.12,3.52,0.06,0.98,4.44,1.61,36.4%,0.81,0.06,7.1%,23.18,18.85,81.3%,8.48,6.23,73.5%,2.77,0.35,12.5%,0.06
Chris Richards,33,2826,0.03,0.08,-0.04,0.48,0.06,6.67%,0.16,9.20,81.7,8.9,3.57,25.5,0.2,0.00,0.00,0.00,0.00,1.75,1.37,2.07,0.57,6.24,3.57,2.01,56.3%,6.02,3.41,56.6%,47.10,39.55,84.0%,6.91,4.24,61.3%,0.41,0.16,38.5%,0.10
Chris Rigg,18,766,0.12,0.10,0.02,1.41,0.35,8.33%,0.07,6.70,66.4,9.9,2.82,19.6,0.8,0.23,0.00,0.23,0.00,1.53,0.47,3.41,0.12,1.17,6.11,3.29,53.8%,1.53,0.47,30.8%,25.03,17.98,71.8%,9.52,6.23,65.4%,1.29,0.47,36.4%,0.23
Chris Wood,15,906,0.30,0.42,-0.12,2.28,0.89,13.04%,0.18,1.19,15.8,13.2,0.40,9.2,2.3,0.20,0.10,0.20,0.00,0.10,0.10,1.39,0.40,0.89,2.19,0.79,36.4%,6.46,2.58,40.0%,15.89,11.03,69.4%,6.06,4.07,67.2%,0.10,0.00,0.0%,0.10
Cody Gakpo,36,2747,0.23,0.28,-0.05,2.85,0.69,8.05%,0.10,12.84,149.7,11.7,6.98,66.8,0.3,1.34,0.07,0.52,0.03,0.92,0.43,2.85,0.13,0.69,7.34,3.47,47.3%,3.60,1.83,50.9%,24.57,19.30,78.5%,14.22,11.11,78.1%,1.83,0.23,12.5%,0.16
Cole Palmer,26,1965,0.46,0.48,-0.03,2.93,1.15,15.62%,0.17,14.47,181.1,12.5,8.29,96.9,0.5,0.78,0.05,0.50,0.00,1.15,0.69,3.80,0.00,0.55,8.52,3.85,45.2%,0.18,0.00,0.0%,37.56,32.20,85.7%,17.22,13.83,80.3%,1.56,0.23,14.7%,0.32
Conor Bradley,15,932,0.00,0.02,-0.02,0.58,0.00,0.00%,0.04,15.06,166.0,11.0,8.21,90.4,1.1,0.10,0.00,0.19,0.10,1.83,1.26,4.15,0.39,2.80,10.14,4.44,43.8%,2.99,1.45,48.4%,47.51,39.88,83.9%,16.90,13.23,78.3%,2.32,0.39,16.7%,0.29
Conor Gallagher,16,1190,0.08,0.08,-0.01,0.83,0.30,9.09%,0.10,9.61,103.9,10.8,4.16,26.2,0.5,0.00,0.00,0.23,0.08,1.74,1.36,5.52,0.30,0.45,8.70,4.31,49.6%,1.74,0.68,39.1%,39.63,33.58,84.7%,11.12,9.08,81.6%,1.74,0.45,26.1%,0.00
Cristhian Mosquera,20,989,0.00,0.01,-0.01,0.09,0.00,0.00%,0.10,13.74,143.8,10.5,8.74,90.0,0.9,0.00,0.00,0.00,0.00,2.91,0.73,3.09,0.55,4.28,6.55,3.64,55.6%,4.37,1.82,41.7%,57.60,52.60,91.3%,10.92,9.65,88.3%,0.27,0.09,33.3%,0.09
Cristian Romero,23,1872,0.19,0.06,0.13,0.82,0.29,23.53%,0.08,11.59,102.9,8.9,6.59,57.3,0.4,0.05,0.00,0.10,0.00,2.79,1.44,4.23,0.67,4.52,6.35,3.94,62.1%,4.90,3.51,71.6%,54.23,47.36,87.3%,7.79,5.00,64.2%,0.05,0.00,0.0%,0.00
Crysencio Summerville,31,2480,0.18,0.19,-0.01,1.96,0.54,9.26%,0.10,13.75,179.9,13.1,7.37,83.6,0.4,0.91,0.07,0.44,0.04,1.63,0.58,4.35,0.15,1.09,11.43,5.92,51.7%,0.83,0.25,30.4%,23.19,19.20,82.8%,9.80,7.40,75.6%,1.09,0.25,23.3%,0.22
Curtis Jones,34,1929,0.05,0.13,-0.08,1.07,0.33,4.35%,0.12,22.07,223.4,10.1,9.52,71.3,0.3,0.19,0.00,0.23,0.05,1.87,0.84,6.72,0.28,1.35,7.60,4.25,55.8%,1.77,0.51,28.9%,76.84,70.40,91.6%,25.71,22.40,87.1%,0.70,0.05,6.7%,0.61
Daichi Kamada,28,1908,0.00,0.08,-0.08,0.90,0.19,0.00%,0.09,11.13,123.3,11.1,5.90,59.8,0.5,0.24,0.00,0.24,0.00,2.97,0.66,5.09,0.05,1.08,8.58,4.81,56.0%,1.37,0.66,48.3%,38.92,32.69,84.0%,11.37,8.40,73.9%,0.66,0.28,42.9%,0.42
Dan Ballard,29,2148,0.08,0.10,-0.02,1.09,0.38,7.69%,0.09,13.91,163.8,11.8,8.17,97.0,0.5,0.04,0.04,0.08,0.00,1.38,0.84,2.89,0.96,7.75,4.27,2.60,60.8%,7.67,4.44,57.9%,46.22,37.96,82.1%,8.34,4.02,48.2%,0.04,0.00,0.0%,0.13
Dan Burn,29,2199,0.04,0.04,-0.00,0.41,0.12,10.00%,0.11,7.41,78.7,10.6,3.89,36.5,0.4,0.00,0.00,0.08,0.04,1.64,0.86,3.11,0.45,6.22,4.67,2.17,46.5%,6.63,4.01,60.5%,43.14,34.22,79.3%,8.64,4.50,52.1%,0.57,0.04,7.1%,0.04
Dan Ndoye,24,1176,0.08,0.08,-0.00,1.15,0.31,6.67%,0.07,13.01,172.6,13.3,7.88,101.5,1.0,0.46,0.00,0.69,0.00,1.76,0.77,3.83,0.15,0.92,9.49,4.44,46.8%,1.91,0.84,44.0%,21.58,16.91,78.4%,10.10,7.58,75.0%,2.91,0.61,21.1%,0.08
Dango Ouattara,32,2279,0.28,0.30,-0.03,2.21,0.79,12.50%,0.14,9.20,121.0,13.1,6.04,73.3,0.5,0.59,0.04,0.36,0.08,0.95,0.95,3.36,0.00,2.05,8.61,3.40,39.5%,4.23,2.05,48.6%,19.15,12.08,63.1%,9.68,5.25,54.3%,3.24,0.43,13.4%,0.20
Daniel James,19,553,0.00,0.15,-0.15,2.28,0.49,0.00%,0.06,11.72,135.4,11.6,7.32,79.6,1.8,0.65,0.00,0.65,0.00,1.14,0.16,3.09,0.00,1.30,7.00,3.42,48.8%,2.28,1.14,50.0%,19.37,11.72,60.5%,10.09,6.67,66.1%,8.14,1.14,14.0%,0.16
Daniel Muñoz,29,2403,0.15,0.09,0.06,1.01,0.49,14.81%,0.09,5.36,58.9,11.0,2.73,23.4,0.3,0.00,0.00,0.22,0.00,2.77,0.97,3.63,0.04,3.63,6.29,3.52,56.0%,3.67,1.65,44.9%,30.86,24.46,79.3%,10.26,7.15,69.7%,2.36,0.52,22.2%,0.04
Danny Welbeck,37,2263,0.52,0.49,0.02,2.23,1.11,23.21%,0.22,4.77,48.6,10.2,1.87,16.6,0.4,0.24,0.04,0.12,0.00,0.95,0.36,2.03,0.00,1.19,4.85,1.79,36.9%,2.23,0.76,33.9%,19.33,15.35,79.4%,7.87,5.65,71.7%,0.08,0.00,0.0%,0.20
David Brooks,31,1199,0.08,0.44,-0.36,3.60,0.98,2.08%,0.12,13.29,153.5,11.6,6.46,69.3,0.8,0.68,0.00,0.83,0.08,1.43,0.30,4.20,0.00,1.13,8.56,3.68,43.0%,1.43,0.45,31.6%,33.40,25.75,77.1%,17.41,12.31,70.7%,2.63,0.53,20.0%,0.38
David Møller Wolfe,22,1049,0.00,0.01,-0.01,0.26,0.00,0.00%,0.04,6.52,71.5,11.0,3.95,41.6,0.9,0.00,0.00,0.34,0.09,0.86,0.60,2.32,0.17,2.66,3.17,1.63,51.4%,1.63,0.94,57.9%,22.31,16.56,74.2%,7.38,4.63,62.8%,2.57,0.69,26.7%,0.00
Declan Rice,36,3099,0.12,0.09,0.02,1.16,0.38,10.00%,0.08,18.12,216.7,12.0,9.53,106.3,0.3,0.23,0.00,0.23,0.00,2.03,1.07,5.23,0.35,2.27,4.85,2.76,56.9%,2.15,1.45,67.6%,62.03,54.16,87.3%,19.49,15.51,79.6%,1.36,0.44,31.9%,0.35
Destiny Udogie,20,1340,0.00,0.01,-0.01,0.27,0.07,0.00%,0.05,11.55,145.3,12.6,8.06,94.9,0.8,0.07,0.00,0.27,0.00,2.08,0.47,4.70,0.34,1.68,7.46,3.90,52.3%,1.41,0.54,38.1%,39.29,33.58,85.5%,11.69,9.74,83.3%,1.81,0.34,18.5%,0.00
Diego Gómez,32,2136,0.21,0.27,-0.05,1.77,0.59,11.90%,0.15,8.13,88.1,10.8,4.00,38.9,0.4,0.13,0.00,0.25,0.00,3.29,0.76,4.72,0.13,1.18,9.82,4.51,45.9%,3.88,2.32,59.8%,31.73,24.73,78.0%,10.53,6.99,66.4%,0.84,0.25,30.0%,0.08
Dilane Bakwa,14,552,0.00,0.09,-0.09,1.47,0.49,0.00%,0.06,15.65,179.0,11.4,8.80,87.5,1.6,0.65,0.00,0.49,0.16,0.65,0.00,4.57,0.16,0.33,9.62,4.24,44.1%,0.82,0.16,20.0%,31.96,25.27,79.1%,14.51,10.92,75.3%,4.57,0.98,21.4%,0.33
Diogo Dalot,34,2616,0.03,0.07,-0.03,0.83,0.21,4.17%,0.08,8.36,95.3,11.4,4.71,51.0,0.4,0.24,0.00,0.34,0.03,1.82,0.93,4.64,0.31,3.17,5.30,2.86,53.9%,2.51,1.79,71.2%,38.94,33.10,85.0%,11.94,9.29,77.8%,1.96,0.58,29.8%,0.10
Djed Spence,30,2056,0.00,0.04,-0.04,0.57,0.35,0.00%,0.07,14.10,175.2,12.4,7.49,93.4,0.5,0.22,0.00,0.22,0.00,1.93,0.79,4.86,0.13,2.28,8.97,4.29,47.8%,2.14,1.01,46.9%,38.61,31.21,80.8%,12.56,9.02,71.8%,2.23,0.44,19.6%,0.00
Dominic Calvert-Lewin,35,2726,0.46,0.52,-0.06,2.44,1.12,18.92%,0.21,3.57,40.7,11.4,1.72,17.8,0.3,0.33,0.03,0.10,0.00,0.33,0.13,1.52,0.20,1.19,4.92,1.85,37.6%,10.47,4.23,40.4%,15.19,8.88,58.5%,8.06,4.29,53.3%,0.33,0.03,10.0%,0.03
Dominic Solanke,15,1000,0.27,0.22,0.05,1.80,0.99,15.00%,0.12,6.84,83.9,12.3,3.24,30.4,0.8,0.63,0.09,0.09,0.00,1.98,0.27,3.06,0.18,0.99,7.74,3.96,51.2%,5.49,1.80,32.8%,14.22,10.53,74.0%,6.84,4.95,72.4%,0.18,0.00,0.0%,0.00
Dominik Szoboszlai,36,3233,0.17,0.14,0.03,1.98,0.64,8.45%,0.07,14.70,160.3,10.9,7.54,75.5,0.3,0.31,0.06,0.33,0.03,1.56,0.84,5.21,0.22,1.61,6.76,3.12,46.1%,1.20,0.53,44.2%,60.88,53.42,87.8%,22.02,18.37,83.4%,2.09,0.56,26.7%,0.19
Donyell Malen,21,645,0.56,0.57,-0.01,3.77,1.26,14.81%,0.15,6.28,69.1,11.0,4.33,46.7,1.5,0.84,0.14,0.42,0.14,0.56,0.00,1.40,0.00,0.28,6.56,2.51,38.3%,1.40,0.42,30.0%,13.12,10.19,77.7%,7.12,5.58,78.4%,0.98,0.28,28.6%,0.14
Douglas Luiz,21,923,0.10,0.05,0.05,1.07,0.49,9.09%,0.05,14.24,153.3,10.8,7.22,74.7,1.0,0.10,0.00,0.00,0.00,2.24,1.46,5.07,0.39,1.17,6.92,4.19,60.6%,2.05,0.88,42.9%,63.67,57.33,90.0%,17.55,13.75,78.3%,1.56,0.29,18.8%,0.00
Dwight McNeil,22,1168,0.00,0.11,-0.11,1.85,0.39,0.00%,0.06,9.25,99.8,10.8,3.39,18.0,0.4,0.39,0.00,0.23,0.00,1.77,0.77,4.78,0.23,1.00,6.55,2.85,43.5%,1.39,0.54,38.9%,24.97,20.34,81.5%,9.94,7.17,72.1%,2.16,0.39,17.9%,0.31
Eberechi Eze,33,1900,0.33,0.24,0.09,2.98,0.95,11.11%,0.08,11.27,120.2,10.7,4.74,39.4,0.4,0.57,0.05,0.14,0.05,0.90,0.52,3.74,0.05,0.47,7.25,4.17,57.5%,1.66,0.47,28.6%,31.55,26.76,84.8%,13.78,10.80,78.3%,0.33,0.09,28.6%,0.85
El Hadji Malick Diouf,32,2711,0.00,0.02,-0.02,0.60,0.13,0.00%,0.03,8.17,95.1,11.7,4.98,58.8,0.4,0.10,0.00,0.20,0.07,1.46,1.10,4.18,0.40,3.85,5.74,3.05,53.2%,2.72,1.49,54.9%,34.46,25.63,74.4%,8.93,5.68,63.6%,3.22,0.83,25.8%,0.13
Eliezer Mayenda,20,756,0.24,0.25,-0.02,1.55,0.71,15.38%,0.16,6.90,89.7,13.0,4.76,63.9,1.6,0.48,0.00,0.36,0.00,0.60,0.12,1.67,0.12,0.60,9.29,3.21,34.6%,5.24,1.79,34.1%,10.12,6.67,65.9%,4.76,2.62,55.0%,0.12,0.00,0.0%,0.00
Elliot Anderson,38,3334,0.11,0.08,0.03,1.19,0.27,9.09%,0.07,17.20,174.2,10.1,8.02,70.7,0.2,0.22,0.05,0.19,0.00,2.81,1.11,8.26,0.40,1.32,11.61,6.24,53.7%,3.02,1.78,58.9%,64.33,55.01,85.5%,20.19,15.71,77.8%,2.00,0.65,32.4%,0.24
Emile Smith Rowe,37,1928,0.14,0.22,-0.08,1.68,0.51,8.33%,0.13,11.95,125.9,10.5,6.30,57.8,0.4,0.33,0.00,0.19,0.00,1.63,1.03,3.31,0.05,0.84,5.84,3.03,52.0%,0.93,0.33,35.0%,42.95,39.12,91.1%,15.40,13.44,87.3%,0.61,0.05,7.7%,0.00
Emiliano Buendía,36,1759,0.31,0.17,0.13,2.51,0.67,12.24%,0.07,9.31,99.8,10.7,5.01,51.5,0.5,0.41,0.10,0.51,0.00,2.51,0.77,5.58,0.20,1.02,11.15,5.27,47.2%,2.97,1.07,36.2%,33.67,27.42,81.5%,14.68,11.46,78.0%,0.46,0.00,0.0%,0.26
Emmanuel Agbadou,14,1101,0.00,0.05,-0.05,0.82,0.25,0.00%,0.06,13.00,127.7,9.8,5.89,55.1,0.8,0.00,0.00,0.16,0.00,2.62,1.06,5.40,1.23,5.31,5.23,3.35,64.1%,3.35,2.13,63.4%,53.87,44.71,83.0%,11.20,6.05,54.0%,1.14,0.33,28.6%,0.16
Enzo Fernández,36,3121,0.29,0.33,-0.04,2.08,0.89,13.89%,0.16,15.20,155.5,10.2,7.41,75.4,0.3,0.17,0.00,0.40,0.03,1.53,0.61,4.04,0.06,0.81,7.44,3.20,43.0%,1.50,0.75,50.0%,58.83,50.61,86.0%,21.43,16.55,77.3%,1.30,0.17,13.3%,0.72
Enzo Le Fée,36,2934,0.15,0.16,-0.00,1.10,0.37,13.89%,0.14,9.60,98.2,10.2,4.29,33.6,0.2,0.31,0.00,0.15,0.00,2.73,0.89,4.72,0.37,1.10,8.37,4.26,50.9%,2.12,0.55,26.1%,34.14,27.79,81.4%,12.73,9.23,72.5%,1.35,0.28,20.4%,0.49
Erling Haaland,35,2958,0.82,0.77,0.05,3.83,1.80,21.43%,0.20,3.83,45.1,11.8,2.31,25.5,0.3,0.76,0.18,0.18,0.00,0.46,0.15,1.25,0.03,1.28,3.74,1.73,46.3%,3.59,2.22,61.9%,11.68,7.67,65.6%,5.66,3.26,57.5%,0.09,0.03,33.3%,0.18
Estêvão,22,845,0.21,0.31,-0.10,2.98,0.85,7.14%,0.10,15.44,201.1,13.0,9.27,123.9,1.4,1.81,0.11,0.75,0.11,1.17,0.43,3.83,0.00,0.53,14.06,5.22,37.1%,1.81,0.32,17.6%,28.76,23.22,80.7%,15.02,11.40,75.9%,0.75,0.43,57.1%,0.11
Ethan Ampadu,35,3123,0.03,0.07,-0.04,0.75,0.17,3.85%,0.10,10.32,111.0,10.8,4.47,42.0,0.3,0.09,0.00,0.06,0.00,2.33,1.44,5.24,0.49,2.39,5.94,3.66,61.6%,2.56,1.64,64.0%,49.88,42.71,85.6%,10.84,8.16,75.3%,0.75,0.29,38.5%,0.17
Evanilson,36,2759,0.20,0.35,-0.15,2.28,0.72,8.57%,0.15,4.70,53.4,11.4,2.02,20.6,0.3,0.39,0.03,0.16,0.00,0.42,0.26,2.61,0.16,0.95,4.96,2.15,43.4%,4.31,1.53,35.6%,15.17,11.61,76.6%,6.33,4.47,70.6%,0.13,0.00,0.0%,0.10
Evann Guessand,21,916,0.10,0.15,-0.06,1.08,0.59,9.09%,0.14,8.45,108.7,12.9,4.81,57.2,1.2,0.00,0.00,0.00,0.00,2.36,0.49,4.22,0.29,0.98,12.87,5.70,44.3%,2.36,1.08,45.8%,18.37,15.13,82.3%,7.76,5.99,77.2%,1.08,0.00,0.0%,0.00
Ezri Konsa,34,3036,0.00,0.04,-0.04,0.33,0.06,0.00%,0.11,15.12,154.5,10.2,8.45,86.3,0.3,0.00,0.00,0.06,0.00,0.65,0.68,3.20,0.77,3.62,2.76,2.02,73.1%,1.66,0.95,57.1%,62.19,59.38,95.5%,6.55,5.25,80.1%,0.15,0.03,20.0%,0.03
Fabian Schär,16,1091,0.00,0.08,-0.08,1.40,0.33,0.00%,0.06,12.79,108.7,8.5,6.02,56.1,0.8,0.08,0.00,0.00,0.00,1.15,1.48,3.55,0.91,5.86,3.38,1.65,48.8%,6.02,3.79,63.0%,65.66,55.44,84.4%,12.04,6.43,53.4%,0.33,0.08,25.0%,0.08
Ferdi Kadioglu,37,3134,0.03,0.06,-0.03,0.80,0.37,3.57%,0.07,10.65,137.8,12.9,6.23,79.7,0.4,0.14,0.00,0.03,0.00,1.64,0.75,3.73,0.14,2.33,5.40,2.99,55.3%,1.84,0.92,50.0%,39.26,33.60,85.6%,13.87,11.49,82.8%,2.33,0.49,21.0%,0.06
Florentino,31,2112,0.00,0.03,-0.03,0.55,0.09,0.00%,0.05,6.90,64.3,9.3,3.07,24.6,0.3,0.13,0.00,0.04,0.00,3.84,1.75,4.82,0.60,2.39,8.99,4.47,49.8%,2.17,1.02,47.1%,44.40,37.97,85.5%,9.84,7.29,74.0%,0.47,0.04,9.1%,0.13
Florian Wirtz,33,2388,0.19,0.26,-0.08,1.92,0.68,9.80%,0.14,13.34,143.6,10.8,5.73,51.3,0.3,0.45,0.04,0.79,0.04,1.28,0.41,4.33,0.08,0.49,7.58,3.47,45.8%,1.77,0.26,14.9%,53.56,45.26,84.5%,27.51,22.05,80.1%,0.68,0.00,0.0%,0.45
Freddie Potts,22,1167,0.00,0.02,-0.02,0.23,0.08,0.00%,0.07,6.56,68.1,10.4,3.24,32.7,0.8,0.00,0.00,0.00,0.00,2.24,1.31,2.93,0.23,2.39,6.02,3.47,57.7%,2.54,1.54,60.6%,41.03,34.32,83.7%,9.95,7.33,73.6%,0.46,0.00,0.0%,0.00
Gabriel Gudmundsson,32,2637,0.00,0.04,-0.04,0.61,0.10,0.00%,0.06,10.31,129.9,12.6,6.93,88.4,0.4,0.07,0.00,0.34,0.00,2.22,0.92,3.82,0.24,2.83,9.62,5.46,56.7%,1.71,0.61,36.0%,32.66,24.91,76.3%,8.91,5.77,64.8%,2.97,0.78,26.4%,0.03
